name	chr	start	end	TargetGene
intergenic|chr7:5558795-5559295	chr7	5558795	5559295	ACTB
intergenic|chr9:124774341-124774841	chr9	124774341	124774841	NR6A1
intergenic|chr1:26692907-26693407	chr1	26692907	26693407	ARID1A
genic|chr10:110501168-110501668	chr10	110501168	110501668	SMC3
intergenic|chr1:120145726-120146226	chr1	120145726	120146226	NOTCH2
intergenic|chr10:70461332-70461832	chr10	70461332	70461832	NODAL
intergenic|chr15:66698295-66698795	chr15	66698295	66698795	SMAD6
intergenic|chr1:26692911-26693411	chr1	26692911	26693411	ARID1A
intergenic|chr15:66698289-66698789	chr15	66698289	66698789	SMAD6
intergenic|chr1:26692913-26693413	chr1	26692913	26693413	ARID1A
intergenic|chr1:120176280-120176780	chr1	120176280	120176780	NOTCH2
intergenic|chr9:124774335-124774835	chr9	124774335	124774835	NR6A1
genic|chr4:5705852-5706352	chr4	5705852	5706352	EVC2
intergenic|chr5:36870385-36870885	chr5	36870385	36870885	NIPBL
intergenic|chr1:120145727-120146227	chr1	120145727	120146227	NOTCH2
promoter|chr5:131796170-131796670	chr5	131796170	131796670	FNIP1
genic|chr10:110501176-110501676	chr10	110501176	110501676	SMC3
intergenic|chr10:70461336-70461836	chr10	70461336	70461836	NODAL
intergenic|chr9:124774337-124774837	chr9	124774337	124774837	NR6A1
intergenic|chr9:124774338-124774838	chr9	124774338	124774838	NR6A1
genic|chr4:5705854-5706354	chr4	5705854	5706354	EVC2
intergenic|chr4:173505801-173506301	chr4	173505801	173506301	HAND2
intergenic|chr12:57124212-57124712	chr12	57124212	57124712	LRP1
genic|chr10:110501170-110501670	chr10	110501170	110501670	SMC3
intergenic|chr9:130833214-130833714	chr9	130833214	130833714	ABL1
intergenic|chr11:62547707-62548207	chr11	62547707	62548207	AHNAK
genic|chr2:144505426-144505926	chr2	144505426	144505926	ZEB2
genic|chr2:24303968-24304468	chr2	24303968	24304468	ITSN2
genic|chr12:114402912-114403412	chr12	114402912	114403412	TBX5
intergenic|chr1:8822700-8823200	chr1	8822700	8823200	RERE
intergenic|chr4:173505790-173506290	chr4	173505790	173506290	HAND2
genic|chr1:156130191-156130691	chr1	156130191	156130691	LMNA
intergenic|chr7:5558790-5559290	chr7	5558790	5559290	ACTB
intergenic|chr11:111931753-111932253	chr11	111931753	111932253	CRYAB
intergenic|chr9:130823441-130823941	chr9	130823441	130823941	ABL1
genic|chr1:201385212-201385712	chr1	201385212	201385712	TNNT2
genic|chr3:41202898-41203398	chr3	41202898	41203398	CTNNB1
genic|chr6:17473508-17474008	chr6	17473508	17474008	CAP2
promoter|chr5:156326506-156327377	chr5	156326506	156327377	SGCD
genic|chr10:121597093-121597593	chr10	121597093	121597593	FGFR2
intergenic|chr12:121686845-121687345	chr12	121686845	121687345	KDM2B
genic|chr14:103576555-103577055	chr14	103576555	103577055	BAG5
intergenic|chr15:63093505-63094005	chr15	63093505	63094005	TPM1
genic|chr6:17289607-17290107	chr6	17289607	17290107	CAP2
genic|chr3:41202901-41203401	chr3	41202901	41203401	CTNNB1
intergenic|chr12:57112220-57112720	chr12	57112220	57112720	LRP1
genic|chr6:17289608-17290108	chr6	17289608	17290108	CAP2
intergenic|chr11:117807408-117807908	chr11	117807408	117807908	DSCAML1
genic|chr3:71542509-71543009	chr3	71542509	71543009	FOXP1
genic|chr14:103571947-103572447	chr14	103571947	103572447	BAG5
genic|chr9:130863544-130864044	chr9	130863544	130864044	ABL1
promoter|chr21:33541908-33543761	chr21	33541908	33543761	SON
genic|chr1:201385219-201385719	chr1	201385219	201385719	TNNT2
intergenic|chr11:117807416-117807916	chr11	117807416	117807916	DSCAML1
genic|chr14:103530351-103530851	chr14	103530351	103530851	BAG5
genic|chr14:29895431-29895931	chr14	29895431	29895931	PRKD1
promoter|chr3:30606251-30606760	chr3	30606251	30606760	TGFBR2
promoter|chr12:57127180-57128748	chr12	57127180	57128748	LRP1
promoter|chrX:53421974-53423105	chrX	53421974	53423105	SMC1A
promoter|chr10:121598208-121598778	chr10	121598208	121598778	FGFR2
genic|chr6:17289613-17290113	chr6	17289613	17290113	CAP2
promoter|chr21:33541908-33543755	chr21	33541908	33543755	SON
promoter|chr21:33541908-33543758	chr21	33541908	33543758	SON
promoter|chr1:201376776-201377276	chr1	201376776	201377276	TNNT2
intergenic|chr7:21427012-21427512	chr7	21427012	21427512	DNAH11
intergenic|chr3:46866660-46867160	chr3	46866660	46867160	MYL3
genic|chr4:119137988-119138488	chr4	119137988	119138488	MYOZ2
genic|chr11:61694896-61695396	chr11	61694896	61695396	MYRF
genic|chr15:84833293-84833793	chr15	84833293	84833793	ALPK3
genic|chr2:144462250-144462750	chr2	144462250	144462750	ZEB2
promoter|chr12:116277537-116278037	chr12	116277537	116278037	MED13L
genic|chr6:157021934-157022434	chr6	157021934	157022434	ARID1B
intergenic|chr9:136551266-136551766	chr9	136551266	136551766	NOTCH1
intergenic|chr10:110641191-110641691	chr10	110641191	110641691	SMC3
promoter|chr11:62546610-62547113	chr11	62546610	62547113	AHNAK
promoter|chr11:62546610-62547114	chr11	62546610	62547114	AHNAK
promoter|chr10:74826039-74826662	chr10	74826039	74826662	KAT6B
genic|chr3:123660866-123661366	chr3	123660866	123661366	MYLK
genic|chr3:30693418-30693918	chr3	30693418	30693918	TGFBR2
intergenic|chr9:136551269-136551769	chr9	136551269	136551769	NOTCH1
genic|chr6:151390268-151390768	chr6	151390268	151390768	AKAP12
genic|chr1:156126204-156126704	chr1	156126204	156126704	LMNA
promoter|chr4:48780049-48780628	chr4	48780049	48780628	FRYL
promoter|chr16:3879405-3880370	chr16	3879405	3880370	CREBBP
intergenic|chr1:8822687-8823187	chr1	8822687	8823187	RERE
genic|chr9:105519622-105520122	chr9	105519622	105520122	FKTN
genic|chr9:105519625-105520125	chr9	105519625	105520125	FKTN
genic|chr4:5839929-5840429	chr4	5839929	5840429	EVC
genic|chr6:157021938-157022438	chr6	157021938	157022438	ARID1B
intergenic|chr10:110636774-110637274	chr10	110636774	110637274	SMC3
promoter|chr4:48780049-48780634	chr4	48780049	48780634	FRYL
intergenic|chr4:173505793-173506293	chr4	173505793	173506293	HAND2
intergenic|chr2:39124168-39124668	chr2	39124168	39124668	SOS1
intergenic|chr10:110634668-110635168	chr10	110634668	110635168	RBM20
genic|chr17:39672100-39672600	chr17	39672100	39672600	TCAP
genic|chr17:39672094-39672594	chr17	39672094	39672594	TCAP
genic|chr9:105519630-105520130	chr9	105519630	105520130	FKTN
intergenic|chr14:103546694-103547194	chr14	103546694	103547194	BAG5
intergenic|chr7:21426997-21427497	chr7	21426997	21427497	DNAH11
genic|chr9:105519627-105520127	chr9	105519627	105520127	FKTN
intergenic|chr3:38651139-38651639	chr3	38651139	38651639	SCN5A
intergenic|chr3:38651138-38651638	chr3	38651138	38651638	SCN5A
promoter|chr15:66386548-66387122	chr15	66386548	66387122	MAP2K1
genic|chr7:21942841-21943341	chr7	21942841	21943341	DNAH11
intergenic|chr11:117807413-117807913	chr11	117807413	117807913	DSCAML1
promoter|chr15:66701969-66702585	chr15	66701969	66702585	SMAD6
genic|chr1:5975094-5975594	chr1	5975094	5975594	NPHP4
genic|chr7:21939837-21940337	chr7	21939837	21940337	DNAH11
intergenic|chr1:156086242-156086742	chr1	156086242	156086742	LMNA
intergenic|chr1:121118407-121118907	chr1	121118407	121118907	NOTCH2
intergenic|chr11:117819033-117819533	chr11	117819033	117819533	DSCAML1
intergenic|chr11:117807407-117807907	chr11	117807407	117807907	DSCAML1
intergenic|chr11:117819037-117819537	chr11	117819037	117819537	DSCAML1
intergenic|chr11:117819034-117819534	chr11	117819034	117819534	DSCAML1
genic|chr1:44660119-44660619	chr1	44660119	44660619	RNF220
promoter|chr15:66701890-66702585	chr15	66701890	66702585	SMAD6
genic|chr6:151054265-151054765	chr6	151054265	151054765	AKAP12
intergenic|chr11:117819035-117819535	chr11	117819035	117819535	DSCAML1
genic|chr1:44660127-44660627	chr1	44660127	44660627	RNF220
genic|chr6:121444148-121444648	chr6	121444148	121444648	GJA1
intergenic|chr11:117819042-117819542	chr11	117819042	117819542	DSCAML1
genic|chr18:31506283-31506783	chr18	31506283	31506783	DSG2
genic|chr15:66707315-66707815	chr15	66707315	66707815	SMAD6
promoter|chr9:132944383-132945187	chr9	132944383	132945187	TSC1
promoter|chr9:132944383-132945179	chr9	132944383	132945179	TSC1
genic|chr3:46860215-46860715	chr3	46860215	46860715	MYL3
genic|chr3:46860214-46860714	chr3	46860214	46860714	MYL3
intergenic|chr4:173534344-173534844	chr4	173534344	173534844	HAND2
intergenic|chr1:155938098-155938598	chr1	155938098	155938598	RIT1
genic|chr15:66707338-66707838	chr15	66707338	66707838	SMAD6
genic|chr3:46860202-46860702	chr3	46860202	46860702	MYL3
genic|chr15:66707342-66707842	chr15	66707342	66707842	SMAD6
intergenic|chr1:156096547-156097047	chr1	156096547	156097047	LMNA
intergenic|chr1:156096546-156097046	chr1	156096546	156097046	LMNA
genic|chr15:66707346-66707846	chr15	66707346	66707846	SMAD6
genic|chr15:66707347-66707847	chr15	66707347	66707847	SMAD6
promoter|chr6:139374400-139375666	chr6	139374400	139375666	CITED2
promoter|chr10:119651057-119651619	chr10	119651057	119651619	BAG3
promoter|chr2:27217114-27217639	chr2	27217114	27217639	CAD
genic|chr19:55160502-55161002	chr19	55160502	55161002	TNNI3
genic|chr15:66706349-66706849	chr15	66706349	66706849	SMAD6
genic|chr19:55160501-55161001	chr19	55160501	55161001	TNNI3
intergenic|chr12:57112226-57112726	chr12	57112226	57112726	LRP1
intergenic|chr6:139364299-139364799	chr6	139364299	139364799	CITED2
intergenic|chr1:156104010-156104510	chr1	156104010	156104510	LMNA
genic|chrX:154371100-154371600	chrX	154371100	154371600	FLNA
genic|chr18:31506282-31506782	chr18	31506282	31506782	DSG2
intergenic|chr1:156104006-156104506	chr1	156104006	156104506	LMNA
intergenic|chr1:156104003-156104503	chr1	156104003	156104503	LMNA
intergenic|chr15:74223435-74223935	chr15	74223435	74223935	STRA6
intergenic|chr1:156104000-156104500	chr1	156104000	156104500	LMNA
intergenic|chr12:57112215-57112715	chr12	57112215	57112715	LRP1
genic|chr11:117850975-117851475	chr11	117850975	117851475	DSCAML1
intergenic|chr6:7537723-7538223	chr6	7537723	7538223	DSP
intergenic|chr6:7537725-7538225	chr6	7537725	7538225	DSP
genic|chr19:55160497-55160997	chr19	55160497	55160997	TNNI3
genic|chrX:154371116-154371616	chrX	154371116	154371616	FLNA
intergenic|chr22:36028830-36029330	chr22	36028830	36029330	RBFOX2
intergenic|chr22:36028829-36029329	chr22	36028829	36029329	RBFOX2
intergenic|chr6:7540465-7540965	chr6	7540465	7540965	DSP
genic|chr11:117717976-117718476	chr11	117717976	117718476	DSCAML1
intergenic|chr3:38543582-38544082	chr3	38543582	38544082	SCN5A
intergenic|chr15:34796799-34797299	chr15	34796799	34797299	ACTC1
intergenic|chr12:57087043-57087543	chr12	57087043	57087543	LRP1
genic|chr6:121442547-121443047	chr6	121442547	121443047	GJA1
genic|chr7:21944514-21945014	chr7	21944514	21945014	DNAH11
intergenic|chr15:34796789-34797289	chr15	34796789	34797289	ACTC1
genic|chr15:67066448-67066948	chr15	67066448	67066948	SMAD3
genic|chrX:154371130-154371630	chrX	154371130	154371630	FLNA
genic|chr11:117717992-117718492	chr11	117717992	117718492	DSCAML1
genic|chr12:121579416-121579916	chr12	121579416	121579916	KDM2B
intergenic|chr4:173536781-173537281	chr4	173536781	173537281	HAND2
genic|chr11:117717983-117718483	chr11	117717983	117718483	DSCAML1
promoter|chr6:139374400-139375674	chr6	139374400	139375674	CITED2
genic|chrX:154371106-154371606	chrX	154371106	154371606	FLNA
genic|chr19:55158876-55159376	chr19	55158876	55159376	TNNI3
promoter|chr6:139374400-139375678	chr6	139374400	139375678	CITED2
promoter|chr2:27217122-27217639	chr2	27217122	27217639	CAD
promoter|chr2:27217123-27217639	chr2	27217123	27217639	CAD
intergenic|chr12:57087037-57087537	chr12	57087037	57087537	LRP1
genic|chr18:31512432-31512932	chr18	31512432	31512932	DSG2
genic|chr15:89740010-89740510	chr15	89740010	89740510	MESP1
intergenic|chr22:36028849-36029349	chr22	36028849	36029349	RBFOX2
intergenic|chr4:173536777-173537277	chr4	173536777	173537277	HAND2
intergenic|chr22:36028846-36029346	chr22	36028846	36029346	RBFOX2
intergenic|chr22:36028843-36029343	chr22	36028843	36029343	RBFOX2
intergenic|chr22:36028839-36029339	chr22	36028839	36029339	RBFOX2
intergenic|chr4:173536778-173537278	chr4	173536778	173537278	HAND2
promoter|chr3:38453544-38454044	chr3	38453544	38454044	ACVR2B
intergenic|chr22:36028836-36029336	chr22	36028836	36029336	RBFOX2
promoter|chr3:38453545-38454045	chr3	38453545	38454045	ACVR2B
genic|chr11:117821954-117822454	chr11	117821954	117822454	DSCAML1
genic|chr3:123660863-123661363	chr3	123660863	123661363	MYLK
intergenic|chrX:40153694-40154194	chrX	40153694	40154194	BCOR
promoter|chr2:73926574-73927075	chr2	73926574	73927075	DGUOK
genic|chr4:165874657-165875157	chr4	165874657	165875157	TLL1
promoter|chr2:73926575-73927077	chr2	73926575	73927077	DGUOK
promoter|chr2:73926575-73927078	chr2	73926575	73927078	DGUOK
promoter|chr9:105557842-105558379	chr9	105557842	105558379	FKTN
genic|chr19:55160504-55161004	chr19	55160504	55161004	TNNI3
genic|chr3:123660869-123661369	chr3	123660869	123661369	MYLK
promoter|chr2:73926575-73927083	chr2	73926575	73927083	DGUOK
intergenic|chr4:47839286-47839786	chr4	47839286	47839786	CORIN
genic|chr11:117821951-117822451	chr11	117821951	117822451	DSCAML1
intergenic|chr4:47839284-47839784	chr4	47839284	47839784	CORIN
intergenic|chrX:40154840-40155340	chrX	40154840	40155340	BCOR
intergenic|chr17:40619882-40620382	chr17	40619882	40620382	SMARCE1
intergenic|chr15:33292672-33293172	chr15	33292672	33293172	RYR3
genic|chrX:40085685-40086185	chrX	40085685	40086185	BCOR
genic|chr19:13152771-13153271	chr19	13152771	13153271	CACNA1A
promoter|chr2:73926568-73927075	chr2	73926568	73927075	DGUOK
genic|chr15:74196104-74196604	chr15	74196104	74196604	STRA6
genic|chr20:62473971-62474471	chr20	62473971	62474471	GATA5
genic|chr20:62473975-62474475	chr20	62473975	62474475	GATA5
genic|chr6:148870969-148871469	chr6	148870969	148871469	TAB2
genic|chr10:68111530-68112030	chr10	68111530	68112030	MYPN
intergenic|chr6:90609428-90609928	chr6	90609428	90609928	MAP3K7
intergenic|chr17:2786235-2786735	chr17	2786235	2786735	CLUH
intergenic|chr3:46866663-46867163	chr3	46866663	46867163	MYL3
genic|chr3:123660853-123661353	chr3	123660853	123661353	MYLK
intergenic|chr3:46866669-46867169	chr3	46866669	46867169	MYL3
genic|chr11:117821961-117822461	chr11	117821961	117822461	DSCAML1
genic|chr4:165874674-165875174	chr4	165874674	165875174	TLL1
genic|chr11:117821960-117822460	chr11	117821960	117822460	DSCAML1
genic|chr10:68111526-68112026	chr10	68111526	68112026	MYPN
promoter|chr2:73926573-73927075	chr2	73926573	73927075	DGUOK
genic|chr2:157874233-157874733	chr2	157874233	157874733	ACVR1
genic|chr11:117821958-117822458	chr11	117821958	117822458	DSCAML1
genic|chr3:123660851-123661351	chr3	123660851	123661351	MYLK
promoter|chr16:3880610-3881110	chr16	3880610	3881110	CREBBP
intergenic|chrX:40158135-40158635	chrX	40158135	40158635	BCOR
promoter|chr3:123884052-123884661	chr3	123884052	123884661	MYLK
genic|chr2:157840660-157841160	chr2	157840660	157841160	ACVR1
genic|chr2:157840664-157841164	chr2	157840664	157841164	ACVR1
genic|chr12:121467200-121467700	chr12	121467200	121467700	KDM2B
promoter|chr16:3023768-3024567	chr16	3023768	3024567	THOC6
promoter|chr16:3023768-3024572	chr16	3023768	3024572	THOC6
genic|chr1:44423520-44424020	chr1	44423520	44424020	RNF220
promoter|chr9:124771060-124771900	chr9	124771060	124771900	NR6A1
genic|chr12:121530506-121531006	chr12	121530506	121531006	KDM2B
promoter|chr16:3879838-3880370	chr16	3879838	3880370	CREBBP
genic|chr1:44496514-44497014	chr1	44496514	44497014	RNF220
promoter|chr9:124771060-124771904	chr9	124771060	124771904	NR6A1
genic|chr3:41202892-41203392	chr3	41202892	41203392	CTNNB1
intergenic|chr12:121624546-121625046	chr12	121624546	121625046	KDM2B
genic|chr12:121530519-121531019	chr12	121530519	121531019	KDM2B
genic|chr1:44496510-44497010	chr1	44496510	44497010	RNF220
promoter|chr9:124771060-124771897	chr9	124771060	124771897	NR6A1
intergenic|chr12:121686865-121687365	chr12	121686865	121687365	KDM2B
genic|chr11:117821949-117822449	chr11	117821949	117822449	DSCAML1
genic|chrX:44874524-44875024	chrX	44874524	44875024	KDM6A
genic|chr4:165874650-165875150	chr4	165874650	165875150	TLL1
intergenic|chr3:46866658-46867158	chr3	46866658	46867158	MYL3
intergenic|chr12:121686848-121687348	chr12	121686848	121687348	KDM2B
genic|chr12:121467154-121467654	chr12	121467154	121467654	KDM2B
intergenic|chr12:121686837-121687337	chr12	121686837	121687337	KDM2B
genic|chr18:36367111-36367611	chr18	36367111	36367611	FHOD3
intergenic|chr22:35842888-35843388	chr22	35842888	35843388	RBFOX2
intergenic|chr22:35842886-35843386	chr22	35842886	35843386	RBFOX2
genic|chr18:36367102-36367602	chr18	36367102	36367602	FHOD3
promoter|chr3:123883517-123884017	chr3	123883517	123884017	MYLK
intergenic|chr22:35842882-35843382	chr22	35842882	35843382	RBFOX2
intergenic|chr15:33292654-33293154	chr15	33292654	33293154	RYR3
promoter|chr3:123883522-123884022	chr3	123883522	123884022	MYLK
intergenic|chr22:35842880-35843380	chr22	35842880	35843380	RBFOX2
promoter|chr16:4936179-4936679	chr16	4936179	4936679	PPL
intergenic|chr15:33292660-33293160	chr15	33292660	33293160	RYR3
intergenic|chr20:62496351-62496851	chr20	62496351	62496851	GATA5
intergenic|chr20:62496353-62496853	chr20	62496353	62496853	GATA5
genic|chr18:36305965-36306465	chr18	36305965	36306465	FHOD3
genic|chr3:123701987-123702487	chr3	123701987	123702487	MYLK
intergenic|chr20:62496356-62496856	chr20	62496356	62496856	GATA5
genic|chr3:123652295-123652795	chr3	123652295	123652795	MYLK
genic|chr4:119137986-119138486	chr4	119137986	119138486	MYOZ2
genic|chr3:123652297-123652797	chr3	123652297	123652797	MYLK
genic|chr7:151725730-151726230	chr7	151725730	151726230	PRKAG2
genic|chr19:4115342-4115842	chr19	4115342	4115842	MAP2K2
genic|chr19:4115341-4115841	chr19	4115341	4115841	MAP2K2
genic|chr7:21767237-21767737	chr7	21767237	21767737	DNAH11
genic|chr4:119137994-119138494	chr4	119137994	119138494	MYOZ2
genic|chrX:154373229-154373729	chrX	154373229	154373729	FLNA
intergenic|chr3:38655659-38656159	chr3	38655659	38656159	SCN5A
genic|chr12:116263744-116264244	chr12	116263744	116264244	MED13L
intergenic|chr12:121582031-121582531	chr12	121582031	121582531	KDM2B
intergenic|chr12:121582032-121582532	chr12	121582032	121582532	KDM2B
promoter|chr15:67065402-67066106	chr15	67065402	67066106	SMAD3
genic|chr7:21939813-21940313	chr7	21939813	21940313	DNAH11
promoter|chr15:66701994-66702585	chr15	66701994	66702585	SMAD6
genic|chr7:21939279-21939779	chr7	21939279	21939779	DNAH11
genic|chr7:151694851-151695351	chr7	151694851	151695351	PRKAG2
intergenic|chr3:52428477-52428977	chr3	52428477	52428977	TNNC1
genic|chr1:44652784-44653284	chr1	44652784	44653284	RNF220
intergenic|chr11:117807426-117807926	chr11	117807426	117807926	DSCAML1
intergenic|chr11:117819026-117819526	chr11	117819026	117819526	DSCAML1
intergenic|chrX:40109645-40110145	chrX	40109645	40110145	BCOR
promoter|chr3:30606251-30606758	chr3	30606251	30606758	TGFBR2
intergenic|chr3:52428469-52428969	chr3	52428469	52428969	TNNC1
genic|chr3:123701998-123702498	chr3	123701998	123702498	MYLK
promoter|chr10:110643716-110644646	chr10	110643716	110644646	RBM20
genic|chr3:123701995-123702495	chr3	123701995	123702495	MYLK
intergenic|chr3:38655652-38656152	chr3	38655652	38656152	SCN5A
genic|chr3:123701993-123702493	chr3	123701993	123702493	MYLK
